id,name,username,email,university,college,location,branch,year,status,bio,skills,interests,domains,projects,hackathonsParticipated,hackathonsWon,githubStats,profileCompletion
f65e9bc5-57b3-4f96-ab99-5e425d46456e,Akash Deshmukh,akash_deshmukh_55,akash.deshmukh@b2b2h.com,Kongu Engineering College,Kongu,"Erode, Tamil Nadu",Artificial Intelligence & Machine Learning,1st Year,OPEN_TO_INVITES,Building sustainable and scalable solutions in DevOps. 1st Year at Kongu.,"[""RAG"", ""LlamaIndex"", ""Agentic AI"", ""TensorFlow"", ""Team Leadership""]","[""DevOps"", ""Satellite Communication"", ""Assistive Tech""]","[""IoT"", ""CleanTech"", ""Cybersecurity"", ""Civil""]","[{""name"": ""Agentic Research Assistant"", ""desc"": ""Autonomous multi-agent system summarizing research papers into structured graphs."", ""tech"": [""Python"", ""LangChain"", ""Agentic AI"", ""RAG"", ""CrewAI""], ""role"": ""AI Engineer""}, {""name"": ""Neural Code Refactoring Agent"", ""desc"": ""Autonomous code cleanup tool using fine-tuned transformer architectures."", ""tech"": [""Python"", ""PyTorch"", ""Prompt Engineering"", ""FastAPI""], ""role"": ""AI Engineer""}, {""name"": ""Local Multi-Modal RAG Engine"", ""desc"": ""Privacy-focused document Q&A runner using local quantized LLMs."", ""tech"": [""Python"", ""LlamaIndex"", ""Vector Embeddings"", ""HuggingFace""], ""role"": ""AI Engineer""}]",2,0,"{""repos"": 0, ""commits"": 0, ""stars"": 0, ""followers"": 0, ""following"": 0}",96
68850a10-ff2d-4844-b456-e19c970488a0,Sneha Mehta,sneha_mehta_39,sneha.mehta@b2b2h.com,Thiagarajar College of Engineering,Thiagarajar,"Madurai, Tamil Nadu",Artificial Intelligence & Machine Learning,3rd Year,LOOKING_FOR_TEAM,"Interested in Precision Agriculture, Drone Technology, and IoT. Active hackathon builder.","[""Agentic AI"", ""RAG"", ""LangChain"", ""PyTorch"", ""Vector Embeddings"", ""TensorFlow"", ""Communication"", ""Ideation""]","[""Precision Agriculture"", ""Drone Technology"", ""IoT"", ""Sustainability""]","[""Mechanical"", ""Aerospace"", ""Agritech"", ""Robotics""]","[{""name"": ""Neural Code Refactoring Agent"", ""desc"": ""Autonomous code cleanup tool using fine-tuned transformer architectures."", ""tech"": [""Python"", ""PyTorch"", ""Prompt Engineering"", ""FastAPI""], ""role"": ""AI Engineer""}, {""name"": ""Agentic Research Assistant"", ""desc"": ""Autonomous multi-agent system summarizing research papers into structured graphs."", ""tech"": [""Python"", ""LangChain"", ""Agentic AI"", ""RAG"", ""CrewAI""], ""role"": ""AI Engineer""}, {""name"": ""Local Multi-Modal RAG Engine"", ""desc"": ""Privacy-focused document Q&A runner using local quantized LLMs."", ""tech"": [""Python"", ""LlamaIndex"", ""Vector Embeddings"", ""HuggingFace""], ""role"": ""AI Engineer""}]",5,0,"{""repos"": 0, ""commits"": 0, ""stars"": 0, ""followers"": 0, ""following"": 0}",83
8b45903d-f859-457f-8517-b7b0cb85a48a,Siddharth Banerjee,siddharth_banerjee_10,siddharth.banerjee@b2b2h.com,Karunya Institute of Technology and Sciences,Karunya,"Coimbatore, Tamil Nadu",Electronics & Communication Engineering,2nd Year,OFFLINE,Electronics & Communication Engineering student at Karunya passionate about Wearable Tech and E-Commerce.,"[""STM32"", ""ESP32"", ""C++"", ""Signal Processing"", ""Verilog"", ""Arduino"", ""Communication""]","[""Wearable Tech"", ""E-Commerce"", ""Micro-Mobility"", ""Electric Vehicles"", ""Research""]","[""Civil"", ""Cybersecurity"", ""EV""]","[{""name"": ""SDR Ground Station Decoder"", ""desc"": ""Software defined radio receiver tracking weather satellites in orbit."", ""tech"": [""C++"", ""MATLAB"", ""Signal Processing"", ""FPGA""], ""role"": ""Embedded Engineer""}, {""name"": ""LoRaWAN Mesh Weather Array"", ""desc"": ""Long-range distributed environmental sensor node mesh for agriculture."", ""tech"": [""ESP32"", ""Arduino"", ""PCB Design"", ""C++""], ""role"": ""Embedded Engineer""}, {""name"": ""Smart ECG Telemetry Patch"", ""desc"": ""Low-power wearable biosensor broadcasting real-time arrhythmia warnings."", ""tech"": [""Embedded C"", ""STM32"", ""PCB Design"", ""BLE""], ""role"": ""Embedded Engineer""}]",3,2,"{""repos"": 12, ""commits"": 166, ""stars"": 13, ""followers"": 57, ""following"": 42}",86
f1371c2b-d4f4-49e6-af42-977e4a370bf5,Tanvi Hegde,tanvi_hegde_70,tanvi.hegde@b2b2h.com,KPR Institute of Engineering and Technology,KPR,"Coimbatore, Tamil Nadu",Electronics & Communication Engineering,4th Year,LOOKING_FOR_TEAM,Building sustainable and scalable solutions in Green Building. 4th Year at KPR.,"[""Verilog"", ""FPGA"", ""VHDL"", ""STM32"", ""C++"", ""ESP32"", ""Arduino"", ""Team Leadership"", ""Communication""]","[""Green Building"", ""Telemedicine"", ""EdTech"", ""Green Mobility""]","[""Robotics"", ""Civil"", ""Design""]","[{""name"": ""Smart ECG Telemetry Patch"", ""desc"": ""Low-power wearable biosensor broadcasting real-time arrhythmia warnings."", ""tech"": [""Embedded C"", ""STM32"", ""PCB Design"", ""BLE""], ""role"": ""Embedded Engineer""}, {""name"": ""SDR Ground Station Decoder"", ""desc"": ""Software defined radio receiver tracking weather satellites in orbit."", ""tech"": [""C++"", ""MATLAB"", ""Signal Processing"", ""FPGA""], ""role"": ""Embedded Engineer""}]",4,0,"{""repos"": 23, ""commits"": 372, ""stars"": 0, ""followers"": 15, ""following"": 32}",77
26223b4e-f7fb-44af-b779-ee91d39509a7,Manish Roy,manish_roy_25,manish.roy@b2b2h.com,SASTRA Deemed University,SASTRA,"Thanjavur, Tamil Nadu",Electronics & Communication Engineering,2nd Year,OPEN_TO_INVITES,"Interested in EdTech, DeepTech, and Web3. Active hackathon builder.","[""FPGA"", ""Verilog"", ""Signal Processing"", ""STM32"", ""Arduino"", ""PCB Design"", ""VHDL"", ""ESP32"", ""Simulink"", ""MATLAB"", ""Team Leadership"", ""Rapid Prototyping""]","[""EdTech"", ""DeepTech"", ""Web3"", ""BioTech"", ""Satellite Communication"", ""Autonomous Systems""]","[""EdTech"", ""Healthcare"", ""Product"", ""FinTech""]","[{""name"": ""LoRaWAN Mesh Weather Array"", ""desc"": ""Long-range distributed environmental sensor node mesh for agriculture."", ""tech"": [""ESP32"", ""Arduino"", ""PCB Design"", ""C++""], ""role"": ""Embedded Engineer""}, {""name"": ""SDR Ground Station Decoder"", ""desc"": ""Software defined radio receiver tracking weather satellites in orbit."", ""tech"": [""C++"", ""MATLAB"", ""Signal Processing"", ""FPGA""], ""role"": ""Embedded Engineer""}, {""name"": ""Smart ECG Telemetry Patch"", ""desc"": ""Low-power wearable biosensor broadcasting real-time arrhythmia warnings."", ""tech"": [""Embedded C"", ""STM32"", ""PCB Design"", ""BLE""], ""role"": ""Embedded Engineer""}]",1,0,"{""repos"": 25, ""commits"": 129, ""stars"": 4, ""followers"": 55, ""following"": 31}",96
3aa9e83f-9407-49dd-bb68-44e046573db9,Divya Menon,divya_menon_63,divya.menon@b2b2h.com,Vellore Institute of Technology,VIT,"Vellore, Tamil Nadu",Electrical Engineering,1st Year,OFFLINE,Electrical Engineering student at VIT passionate about Smart Infrastructure and Manufacturing.,"[""Proteus"", ""Power Electronics"", ""Control Systems"", ""Presentation""]","[""Smart Infrastructure"", ""Manufacturing"", ""BioTech"", ""Industry 4.0""]","[""Web"", ""Civil"", ""Agritech""]","[{""name"": ""Microgrid Solar Power Inverter"", ""desc"": ""Grid-tied inverter with maximum power point tracking and SCADA monitoring."", ""tech"": [""PLC"", ""SCADA"", ""Simulink"", ""MATLAB""], ""role"": ""Electrical Systems Engineer""}, {""name"": ""Industrial Automation Conveyor Guard"", ""desc"": ""Safety Interlock and speed regulator for heavy material handling."", ""tech"": [""PLC"", ""LabVIEW"", ""Control Systems""], ""role"": ""Electrical Systems Engineer""}, {""name"": ""EV Smart Charging Load Balancer"", ""desc"": ""Dynamic load distribution controller preventing sub-station overloads."", ""tech"": [""Siemens TIA Portal"", ""PLC"", ""Power Electronics""], ""role"": ""Electrical Systems Engineer""}]",5,1,"{""repos"": 0, ""commits"": 0, ""stars"": 0, ""followers"": 0, ""following"": 0}",91
e649d778-4f86-4007-9cb7-ebe51f531c66,Abhinav Narayan,abhinav_narayan_13,abhinav.narayan@b2b2h.com,Coimbatore Institute of Technology,CIT,"Coimbatore, Tamil Nadu",Electrical Engineering,3rd Year,IN_TEAM,Building sustainable and scalable solutions in MedTech. 3rd Year at CIT.,"[""Control Systems"", ""Siemens TIA Portal"", ""PLC"", ""MATLAB"", ""LabVIEW"", ""Team Leadership"", ""Rapid Prototyping""]","[""MedTech"", ""FinTech"", ""Green Building"", ""Generative AI"", ""Embedded Systems"", ""Blockchain""]","[""IoT"", ""EdTech"", ""AI/ML""]","[{""name"": ""Industrial Automation Conveyor Guard"", ""desc"": ""Safety Interlock and speed regulator for heavy material handling."", ""tech"": [""PLC"", ""LabVIEW"", ""Control Systems""], ""role"": ""Electrical Systems Engineer""}, {""name"": ""Microgrid Solar Power Inverter"", ""desc"": ""Grid-tied inverter with maximum power point tracking and SCADA monitoring."", ""tech"": [""PLC"", ""SCADA"", ""Simulink"", ""MATLAB""], ""role"": ""Electrical Systems Engineer""}, {""name"": ""EV Smart Charging Load Balancer"", ""desc"": ""Dynamic load distribution controller preventing sub-station overloads."", ""tech"": [""Siemens TIA Portal"", ""PLC"", ""Power Electronics""], ""role"": ""Electrical Systems Engineer""}]",6,1,"{""repos"": 3, ""commits"": 338, ""stars"": 9, ""followers"": 32, ""following"": 13}",78
7f3eecd2-0620-4f87-83c0-3604e8bbeb96,Kriti Nair,kriti_nair_57,kriti.nair@b2b2h.com,KPR Institute of Engineering and Technology,KPR,"Coimbatore, Tamil Nadu",Electrical Engineering,1st Year,OFFLINE,"Interested in Sustainability, Logistics, and High Performance Computing. Active hackathon builder.","[""Siemens TIA Portal"", ""MATLAB"", ""SCADA"", ""PLC"", ""Ideation"", ""Rapid Prototyping""]","[""Sustainability"", ""Logistics"", ""High Performance Computing"", ""Renewable Energy""]","[""AI/ML"", ""Aerospace"", ""Mechanical"", ""Agritech""]",[],5,0,"{""repos"": 23, ""commits"": 194, ""stars"": 0, ""followers"": 55, ""following"": 36}",98
2b9a90d7-2e2e-4096-b75d-70225b6167e0,Srikant Mukherjee,srikant_mukherjee_68,srikant.mukherjee@b2b2h.com,Kumaraguru College of Technology,Kumaraguru,"Coimbatore, Tamil Nadu",Mechanical Engineering,4th Year,IN_TEAM,Mechanical Engineering student at Kumaraguru passionate about Digital Health and CleanTech.,"[""FEA"", ""ANSYS"", ""Thermodynamics"", ""3D Printing"", ""Creo"", ""Communication"", ""Ideation""]","[""Digital Health"", ""CleanTech"", ""Sustainable Materials"", ""Waste Management"", ""Telemedicine""]","[""Civil"", ""Agritech"", ""Web"", ""IoT""]","[{""name"": ""Generative Drone Frame Assembly"", ""desc"": ""Weight-minimized carbon composite arm joint created via generative CAD."", ""tech"": [""CATIA"", ""Creo"", ""GD&T""], ""role"": ""CAD Engineer""}, {""name"": ""Autonomous Agricultural Rover Chassis"", ""desc"": ""Lightweight FEA-optimized structural frame for field robotics."", ""tech"": [""SolidWorks"", ""ANSYS"", ""FEA"", ""3D Printing""], ""role"": ""CAD Engineer""}, {""name"": ""EV Battery Thermal Management System"", ""desc"": ""Liquid cooling plate design evaluated using computational fluid dynamics."", ""tech"": [""Fusion 360"", ""CFD"", ""Heat Transfer"", ""Thermodynamics""], ""role"": ""CAD Engineer""}]",1,0,"{""repos"": 9, ""commits"": 201, ""stars"": 16, ""followers"": 45, ""following"": 22}",93
04988768-5f3f-4001-b1e2-cccf6434f729,Anjali Gupta,anjali_gupta_62,anjali.gupta@b2b2h.com,Amrita Vishwa Vidyapeetham,Amrita,"Coimbatore, Tamil Nadu",Mechanical Engineering,2nd Year,OFFLINE,Building sustainable and scalable solutions in Green Building. 2nd Year at Amrita.,"[""3D Printing"", ""Thermodynamics"", ""CFD"", ""SolidWorks"", ""FEA"", ""CATIA"", ""Rapid Prototyping""]","[""Green Building"", ""Micro-Mobility"", ""Avionics"", ""Renewable Grid"", ""Supply Chain""]","[""Logistics"", ""Agritech"", ""Aerospace"", ""Design""]","[{""name"": ""Generative Drone Frame Assembly"", ""desc"": ""Weight-minimized carbon composite arm joint created via generative CAD."", ""tech"": [""CATIA"", ""Creo"", ""GD&T""], ""role"": ""CAD Engineer""}]",6,1,"{""repos"": 11, ""commits"": 138, ""stars"": 7, ""followers"": 26, ""following"": 25}",75
44011eff-1033-4636-b423-249db19d35c4,Arvind Kapoor,arvind_kapoor_34,arvind.kapoor@b2b2h.com,Kongu Engineering College,Kongu,"Erode, Tamil Nadu",Mechanical Engineering,4th Year,IN_TEAM,"Interested in Quantum Computing, Cybersecurity, and Blockchain. Active hackathon builder.","[""CFD"", ""FEA"", ""ANSYS"", ""Fusion 360"", ""CNC Programming"", ""3D Printing"", ""CATIA"", ""Presentation""]","[""Quantum Computing"", ""Cybersecurity"", ""Blockchain"", ""Micro-Mobility""]","[""Healthcare"", ""Design"", ""FinTech""]","[{""name"": ""EV Battery Thermal Management System"", ""desc"": ""Liquid cooling plate design evaluated using computational fluid dynamics."", ""tech"": [""Fusion 360"", ""CFD"", ""Heat Transfer"", ""Thermodynamics""], ""role"": ""CAD Engineer""}]",1,1,"{""repos"": 18, ""commits"": 265, ""stars"": 28, ""followers"": 45, ""following"": 16}",96
0e5fe7e2-af95-46e2-bf8f-a08bcb198d14,Pallavi Saxena,pallavi_saxena_18,pallavi.saxena@b2b2h.com,Vellore Institute of Technology,VIT,"Vellore, Tamil Nadu",Civil Engineering,3rd Year,IN_TEAM,Civil Engineering student at VIT passionate about Synthetic Biology and High Performance Computing.,"[""Hydrology"", ""STAAD Pro"", ""SAP2000"", ""ETABS"", ""Problem Solving"", ""Team Leadership""]","[""Synthetic Biology"", ""High Performance Computing"", ""Smart Grids"", ""Manufacturing"", ""Geo-Tech"", ""Bioinformatics""]","[""Biotech"", ""EV"", ""Mechanical""]","[{""name"": ""Sustainable Campus Stormwater Network"", ""desc"": ""Hydrological runoff model and underground retention reservoir plan."", ""tech"": [""AutoCAD Civil 3D"", ""GIS"", ""Hydrology""], ""role"": ""Structural Engineer""}, {""name"": ""Seismic Resilient High-Rise Frame"", ""desc"": ""30-story structural concrete core modeled under dynamic earthquake loading."", ""tech"": [""ETABS"", ""STAAD Pro"", ""Structural Analysis""], ""role"": ""Structural Engineer""}]",1,0,"{""repos"": 4, ""commits"": 332, ""stars"": 6, ""followers"": 28, ""following"": 45}",75
8e6faa10-2480-4c61-97e1-c320efa565fd,Harish Joshi,harish_joshi_80,harish.joshi@b2b2h.com,Coimbatore Institute of Technology,CIT,"Coimbatore, Tamil Nadu",Civil Engineering,1st Year,OPEN_TO_INVITES,Building sustainable and scalable solutions in Automation. 1st Year at CIT.,"[""Structural Analysis"", ""BIM (Building Information Modeling)"", ""GIS"", ""Problem Solving"", ""Team Leadership""]","[""Automation"", ""Drone Technology"", ""VLSI""]","[""Robotics"", ""Mechanical"", ""FinTech"", ""CleanTech""]",[],4,0,"{""repos"": 11, ""commits"": 443, ""stars"": 9, ""followers"": 11, ""following"": 8}",93
